chr1	Start	End	Unique ID	Gene NMID Ex	Gene	Strand	Purpose			Width
chr14	106511505	106512061	chr14_106511505_106512061_IGHV1-46	IGHV1-46_IMGT_V_exon1;IGHV1-46_IMGT_V_promoter	IGHV1-46	-	SHM_panel	.	.	556
chr14	106537804	106539082	chr14_106537804_106539082_IGHV3-48	IGHV3-48_IMGT_V_exon1;IGHV3-48_IMGT_V_exon2;IGH_IMGT_region	IGHV3-48	-	SHM_panel	.	.	1278
chr14	106556735	106557253	chr14_106556735_106557253_IGH_IGHV3-49	IGHV3-49_IMGT_V_exon2;IGH_IMGT_region|3RR	IGH;IGHV3-49	-	SHM_panel|SV_backbone	.	.	518
chr14	106557346	106557682	chr14_106557346_106557682_IGHV3-49	IGHV3-49_IMGT_V_exon1	IGHV3-49	-	SHM_panel	.	.	336
chr14	106578541	106579053	chr14_106578541_106579053_IGH_IGHV5-51	IGHV5-51_IMGT_V_exon2;IGH_IMGT_region|3RR	IGH;IGHV5-51	-	SHM_panel|SV_backbone	.	.	512
chr14	106579126	106579241	chr14_106579126_106579241_IGHV5-51	IGHV5-51_IMGT_V_exon1	IGHV5-51	-	SHM_panel	.	.	115
chr14	106592477	106592875	chr14_106592477_106592875_IGH	IGH_IMGT_region|3RR	IGH	.	SV_backbone	.	.	398
chr14	106622156	106622668	chr14_106622156_106622668_IGH_IGHV1-58	IGHV1-58_IMGT_V_exon2;IGH_IMGT_region|3RR	IGH;IGHV1-58	-	SHM_panel|SV_backbone	.	.	512
chr14	106622745	106623060	chr14_106622745_106623060_IGHV1-58	IGHV1-58_IMGT_V_exon1;IGHV1-58_IMGT_V_promoter	IGHV1-58	-	SHM_panel	.	.	315
chr14	106627048	106628530	chr14_106627048_106628530_IGH_IGHV4-59	IGHV4-59_IMGT_V_exon1;IGHV4-59_IMGT_V_exon2;IGHV4-59_IMGT_V_promoter;IGH_IMGT_region;IGH_IMGT_region|3RR	IGH;IGHV4-59	-	SHM_panel|SV_backbone	.	.	1482
chr14	106638918	106639318	chr14_106638918_106639318_IGH	IGH_IMGT_region|3RR	IGH	.	SV_backbone	.	.	400
chr14	106657522	106657922	chr14_106657522_106657922_IGH	IGH_IMGT_region|3RR	IGH	.	SV_backbone	.	.	400
chr14	106674814	106675214	chr14_106674814_106675214_IGH	IGH_IMGT_region|3RR	IGH	.	SV_backbone	.	.	400
chr14	106714042	106715959	chr14_106714042_106715959_IGH	IGHV1-69_IMGT_V_exon1;IGHV1-69_IMGT_V_exon2;IGH_IMGT_region	IGH	.	SHM_panel	.	.	1917
chr14	106721117	106721565	chr14_106721117_106721565_IGH	IGH_IMGT_region	IGH	.	SHM_panel	.	.	448
chr14	106722477	106724762	chr14_106722477_106724762_IGH	IGH_IMGT_region	IGH	.	SHM_panel	.	.	2285
chr14	106770376	106770893	chr14_106770376_106770893_IGH_IGHV2-70	IGHV2-70_IMGT_V_exon2;IGH_IMGT_region|3RR	IGH;IGHV2-70	-	SHM_panel|SV_backbone	.	.	517
chr14	106770969	106771025	chr14_106770969_106771025_IGHV2-70	IGHV2-70_IMGT_V_exon1	IGHV2-70	-	SHM_panel	.	.	56
chr14	106790491	106791009	chr14_106790491_106791009_IGH_IGHV3-72	IGHV3-72_IMGT_V_exon2;NA;IGH_IMGT_region|3RR	IGH;IGHV3-72	.	SHM_panel|SV_backbone	.	.	518
chr14	106791102	106791438	chr14_106791102_106791438_IGHV3-72	IGHV3-72_IMGT_V_exon1;IGHV3-72_IMGT_V_promoter	IGHV3-72	-	SHM_panel	.	.	336
chr14	106802491	106803009	chr14_106802491_106803009_IGH_IGHV3-73	IGHV3-73_IMGT_V_exon2;IGH_IMGT_region|3RR	IGH;IGHV3-73	-	SHM_panel|SV_backbone	.	.	518
chr14	106803102	106803438	chr14_106803102_106803438_IGHV3-73	IGHV3-73_IMGT_V_exon1;IGHV3-73_IMGT_V_promoter	IGHV3-73	-	SHM_panel	.	.	336
chr14	106810237	106810639	chr14_106810237_106810639_IGH	IGH_IMGT_region|3RR	IGH	.	SV_backbone	.	.	402
chr14	106850042	106851495	chr14_106850042_106851495_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	1453
chr15	40980220	40980442	chr15_40980220_40980442_INO80	INO80_NM_017553.3_exon36_CDS	INO80	-	mutation_panel	.	.	222
chr15	40982859	40983079	chr15_40982859_40983079_INO80	INO80_NM_017553.3_exon35_CDS	INO80	-	mutation_panel	.	.	220
chr15	40983759	40983923	chr15_40983759_40983923_INO80	INO80_NM_017553.3_exon34_CDS	INO80	-	mutation_panel	.	.	164
chr15	40984194	40984354	chr15_40984194_40984354_INO80	INO80_NM_017553.3_exon33_CDS	INO80	-	mutation_panel	.	.	160
chr15	40985335	40985428	chr15_40985335_40985428_INO80	INO80_NM_017553.3_exon32_CDS	INO80	-	mutation_panel	.	.	93
chr15	40987088	40987195	chr15_40987088_40987195_INO80	INO80_NM_017553.3_exon31_CDS	INO80	-	mutation_panel	.	.	107
chr15	40987813	40987976	chr15_40987813_40987976_INO80	INO80_NM_017553.3_exon30_CDS	INO80	-	mutation_panel	.	.	163
chr15	40997526	40997603	chr15_40997526_40997603_INO80	INO80_NM_017553.3_exon29_CDS	INO80	-	mutation_panel	.	.	77
chr15	41005590	41005689	chr15_41005590_41005689_INO80	INO80_NM_017553.3_exon28_CDS	INO80	-	mutation_panel	.	.	99
chr15	41016085	41016217	chr15_41016085_41016217_INO80	INO80_NM_017553.3_exon27_CDS	INO80	-	mutation_panel	.	.	132
chr15	41020897	41021127	chr15_41020897_41021127_INO80	INO80_NM_017553.3_exon26_CDS	INO80	-	mutation_panel	.	.	230
chr15	41027593	41027738	chr15_41027593_41027738_INO80	INO80_NM_017553.3_exon25_CDS	INO80	-	mutation_panel	.	.	145
chr15	41044901	41045077	chr15_41044901_41045077_INO80	INO80_NM_017553.3_exon24_CDS	INO80	-	mutation_panel	.	.	176
chr15	41047405	41047503	chr15_41047405_41047503_INO80	INO80_NM_017553.3_exon23_CDS	INO80	-	mutation_panel	.	.	98
chr15	41048209	41048278	chr15_41048209_41048278_INO80	INO80_NM_017553.3_exon22_CDS	INO80	-	mutation_panel	.	.	69
chr15	41049284	41049422	chr15_41049284_41049422_INO80	INO80_NM_017553.3_exon21_CDS	INO80	-	mutation_panel	.	.	138
chr15	41049932	41050104	chr15_41049932_41050104_INO80	INO80_NM_017553.3_exon20_CDS	INO80	-	mutation_panel	.	.	172
chr15	41053926	41054016	chr15_41053926_41054016_INO80	INO80_NM_017553.3_exon19_CDS	INO80	-	mutation_panel	.	.	90
chr15	41055244	41055366	chr15_41055244_41055366_INO80	INO80_NM_017553.3_exon18_CDS	INO80	-	mutation_panel	.	.	122
chr15	41056619	41056708	chr15_41056619_41056708_INO80	INO80_NM_017553.3_exon17_CDS	INO80	-	mutation_panel	.	.	89
chr15	41058636	41058783	chr15_41058636_41058783_INO80	INO80_NM_017553.3_exon16_CDS	INO80	-	mutation_panel	.	.	147
chr15	41059864	41059928	chr15_41059864_41059928_INO80	INO80_NM_017553.3_exon15_CDS	INO80	-	mutation_panel	.	.	64
chr15	41069567	41069667	chr15_41069567_41069667_INO80	INO80_NM_017553.3_exon14_CDS	INO80	-	mutation_panel	.	.	100
chr15	41070464	41070549	chr15_41070464_41070549_INO80	INO80_NM_017553.3_exon13_CDS	INO80	-	mutation_panel	.	.	85
chr15	41071846	41072060	chr15_41071846_41072060_INO80	INO80_NM_017553.3_exon12_CDS	INO80	-	mutation_panel	.	.	214
chr15	41073425	41073497	chr15_41073425_41073497_INO80	INO80_NM_017553.3_exon11_CDS	INO80	-	mutation_panel	.	.	72
chr15	41074367	41074567	chr15_41074367_41074567_INO80	INO80_NM_017553.3_exon10_CDS	INO80	-	mutation_panel	.	.	200
chr15	41079698	41079906	chr15_41079698_41079906_INO80	INO80_NM_017553.3_exon9_CDS	INO80	-	mutation_panel	.	.	208
chr15	41081017	41081075	chr15_41081017_41081075_INO80	INO80_NM_017553.3_exon8_CDS	INO80	-	mutation_panel	.	.	58
chr15	41085366	41085585	chr15_41085366_41085585_INO80	INO80_NM_017553.3_exon7_CDS	INO80	-	mutation_panel	.	.	219
chr15	41087559	41087684	chr15_41087559_41087684_INO80	INO80_NM_017553.3_exon6_CDS	INO80	-	mutation_panel	.	.	125
chr15	41092024	41092184	chr15_41092024_41092184_INO80	INO80_NM_017553.3_exon5_CDS	INO80	-	mutation_panel	.	.	160
chr15	41095598	41095670	chr15_41095598_41095670_INO80	INO80_NM_017553.3_exon4_CDS	INO80	-	mutation_panel	.	.	72
chr15	41095756	41095930	chr15_41095756_41095930_INO80	INO80_NM_017553.3_exon3_CDS	INO80	-	mutation_panel	.	.	174
chr15	41096165	41096312	chr15_41096165_41096312_INO80	INO80_NM_017553.3_exon2_CDS	INO80	-	mutation_panel	.	.	147
chr15	41668892	41669960	chr15_41668892_41669960_MGA	MGA_NM_001400225.1_exon2_CDS	MGA	+	mutation_panel	.	.	1068
chr15	41696072	41697025	chr15_41696072_41697025_MGA	MGA_NM_001400225.1_exon3_CDS	MGA	+	mutation_panel	.	.	953
chr15	41698860	41698943	chr15_41698860_41698943_MGA	MGA_NM_001400225.1_exon4_CDS	MGA	+	mutation_panel	.	.	83
chr15	41699061	41699161	chr15_41699061_41699161_MGA	MGA_NM_001400225.1_exon5_CDS	MGA	+	mutation_panel	.	.	100
chr15	41707725	41707861	chr15_41707725_41707861_MGA	MGA_NM_001400225.1_exon6_CDS	MGA	+	mutation_panel	.	.	136
chr15	41708101	41708210	chr15_41708101_41708210_MGA	MGA_NM_001400225.1_exon7_CDS	MGA	+	mutation_panel	.	.	109
chr15	41710688	41711351	chr15_41710688_41711351_MGA	MGA_NM_001400225.1_exon8_CDS	MGA	+	mutation_panel	.	.	663
chr15	41713148	41713498	chr15_41713148_41713498_MGA	MGA_NM_001400225.1_exon9_CDS	MGA	+	mutation_panel	.	.	350
chr15	41727177	41727408	chr15_41727177_41727408_MGA	MGA_NM_001400225.1_exon10_CDS	MGA	+	mutation_panel	.	.	231
chr15	41729161	41729351	chr15_41729161_41729351_MGA	MGA_NM_001400225.1_exon11_CDS	MGA	+	mutation_panel	.	.	190
chr15	41734519	41734596	chr15_41734519_41734596_MGA	MGA_NM_001400225.1_exon12_CDS	MGA	+	mutation_panel	.	.	77
chr15	41736178	41736700	chr15_41736178_41736700_MGA	MGA_NM_001400225.1_exon13_CDS	MGA	+	mutation_panel	.	.	522
chr15	41739903	41740205	chr15_41739903_41740205_MGA	MGA_NM_001400225.1_exon14_CDS	MGA	+	mutation_panel	.	.	302
chr15	41742543	41743174	chr15_41742543_41743174_MGA	MGA_NM_001400225.1_exon15_CDS	MGA	+	mutation_panel	.	.	631
chr15	41748634	41748929	chr15_41748634_41748929_MGA	MGA_NM_001400225.1_exon16_CDS	MGA	+	mutation_panel	.	.	295
chr15	41749108	41750617	chr15_41749108_41750617_MGA	MGA_NM_001400225.1_exon17_CDS	MGA	+	mutation_panel	.	.	1509
chr15	41754434	41754569	chr15_41754434_41754569_MGA	MGA_NM_001400225.1_exon18_CDS	MGA	+	mutation_panel	.	.	135
chr15	41757785	41757841	chr15_41757785_41757841_MGA	MGA_NM_001400225.1_exon19_CDS	MGA	+	mutation_panel	.	.	56
chr15	41760320	41760531	chr15_41760320_41760531_MGA	MGA_NM_001400225.1_exon20_CDS	MGA	+	mutation_panel	.	.	211
chr15	41761736	41761852	chr15_41761736_41761852_MGA	MGA_NM_001400225.1_exon21_CDS	MGA	+	mutation_panel	.	.	116
chr15	41762126	41762364	chr15_41762126_41762364_MGA	MGA_NM_001400225.1_exon22_CDS	MGA	+	mutation_panel	.	.	238
chr15	41764883	41765064	chr15_41764883_41765064_MGA	MGA_NM_001400225.1_exon23_CDS	MGA	+	mutation_panel	.	.	181
chr15	41766001	41767282	chr15_41766001_41767282_MGA	MGA_NM_001400225.1_exon24_CDS	MGA	+	mutation_panel	.	.	1281
chr15	44711544	44711615	chr15_44711544_44711615_B2M	B2M_NM_004048.4_exon1_CDS	B2M	+	mutation_panel	.	.	71
chr15	44715420	44715703	chr15_44715420_44715703_B2M	B2M_NM_004048.4_exon2_CDS	B2M	+	mutation_panel	.	.	283
chr15	44716326	44716344	chr15_44716326_44716344_B2M	B2M_NM_004048.4_exon3_CDS	B2M	+	mutation_panel	.	.	18
chr15	66387345	66387429	chr15_66387345_66387429_MAP2K1	MAP2K1_NM_002755.4_exon1_CDS	MAP2K1	+	mutation_panel	.	.	84
chr15	66435024	66435239	chr15_66435024_66435239_MAP2K1	MAP2K1_NM_002755.4_exon2_CDS	MAP2K1	+	mutation_panel	.	.	215
chr15	66436743	66436894	chr15_66436743_66436894_MAP2K1	MAP2K1_NM_002755.4_exon3_CDS	MAP2K1	+	mutation_panel	.	.	151
chr15	66443277	66443359	chr15_66443277_66443359_MAP2K1	MAP2K1_NM_002755.4_exon4_CDS	MAP2K1	+	mutation_panel	.	.	82
chr15	66444653	66444709	chr15_66444653_66444709_MAP2K1	MAP2K1_NM_002755.4_exon5_CDS	MAP2K1	+	mutation_panel	.	.	56
chr15	66481752	66481881	chr15_66481752_66481881_MAP2K1	MAP2K1_NM_002755.4_exon6_CDS	MAP2K1	+	mutation_panel	.	.	129
chr15	66484987	66485193	chr15_66484987_66485193_MAP2K1	MAP2K1_NM_002755.4_exon7_CDS	MAP2K1	+	mutation_panel	.	.	206
chr15	66487225	66487294	chr15_66487225_66487294_MAP2K1	MAP2K1_NM_002755.4_exon8_CDS	MAP2K1	+	mutation_panel	.	.	69
chr15	66489212	66489278	chr15_66489212_66489278_MAP2K1	MAP2K1_NM_002755.4_exon9_CDS	MAP2K1	+	mutation_panel	.	.	66
chr15	66489715	66489765	chr15_66489715_66489765_MAP2K1	MAP2K1_NM_002755.4_exon10_CDS	MAP2K1	+	mutation_panel	.	.	50
chr15	66490499	66490617	chr15_66490499_66490617_MAP2K1	MAP2K1_NM_002755.4_exon11_CDS	MAP2K1	+	mutation_panel	.	.	118
chr15	75371976	75372211	chr15_75371976_75372211_SIN3A	SIN3A_NM_001145358.2_exon21_CDS	SIN3A	-	mutation_panel	.	.	235
chr15	75375662	75375874	chr15_75375662_75375874_SIN3A	SIN3A_NM_001145358.2_exon20_CDS	SIN3A	-	mutation_panel	.	.	212
chr15	75380626	75380725	chr15_75380626_75380725_SIN3A	SIN3A_NM_001145358.2_exon19_CDS	SIN3A	-	mutation_panel	.	.	99
chr15	75381610	75381707	chr15_75381610_75381707_SIN3A	SIN3A_NM_001145358.2_exon18_CDS	SIN3A	-	mutation_panel	.	.	97
chr15	75384261	75384439	chr15_75384261_75384439_SIN3A	SIN3A_NM_001145358.2_exon17_CDS	SIN3A	-	mutation_panel	.	.	178
chr15	75389649	75389823	chr15_75389649_75389823_SIN3A	SIN3A_NM_001145358.2_exon16_CDS	SIN3A	-	mutation_panel	.	.	174
chr15	75392239	75392817	chr15_75392239_75392817_SIN3A	SIN3A_NM_001145358.2_exon15_CDS	SIN3A	-	mutation_panel	.	.	578
chr15	75394677	75394865	chr15_75394677_75394865_SIN3A	SIN3A_NM_001145358.2_exon14_CDS	SIN3A	-	mutation_panel	.	.	188
chr15	75396255	75396498	chr15_75396255_75396498_SIN3A	SIN3A_NM_001145358.2_exon13_CDS	SIN3A	-	mutation_panel	.	.	243
chr15	75400037	75400158	chr15_75400037_75400158_SIN3A	SIN3A_NM_001145358.2_exon12_CDS	SIN3A	-	mutation_panel	.	.	121
chr15	75400727	75400942	chr15_75400727_75400942_SIN3A	SIN3A_NM_001145358.2_exon11_CDS	SIN3A	-	mutation_panel	.	.	215
chr15	75401849	75401972	chr15_75401849_75401972_SIN3A	SIN3A_NM_001145358.2_exon10_CDS	SIN3A	-	mutation_panel	.	.	123
chr15	75407052	75407146	chr15_75407052_75407146_SIN3A	SIN3A_NM_001145358.2_exon9_CDS	SIN3A	-	mutation_panel	.	.	94
chr15	75409833	75409993	chr15_75409833_75409993_SIN3A	SIN3A_NM_001145358.2_exon8_CDS	SIN3A	-	mutation_panel	.	.	160
chr15	75410131	75410288	chr15_75410131_75410288_SIN3A	SIN3A_NM_001145358.2_exon7_CDS	SIN3A	-	mutation_panel	.	.	157
chr15	75411489	75411745	chr15_75411489_75411745_SIN3A	SIN3A_NM_001145358.2_exon6_CDS	SIN3A	-	mutation_panel	.	.	256
chr15	75412760	75413047	chr15_75412760_75413047_SIN3A	SIN3A_NM_001145358.2_exon5_CDS	SIN3A	-	mutation_panel	.	.	287
chr15	75414202	75414313	chr15_75414202_75414313_SIN3A	SIN3A_NM_001145358.2_exon4_CDS	SIN3A	-	mutation_panel	.	.	111
chr15	75422644	75422825	chr15_75422644_75422825_SIN3A	SIN3A_NM_001145358.2_exon3_CDS	SIN3A	-	mutation_panel	.	.	181
chr15	75430184	75430377	chr15_75430184_75430377_SIN3A	SIN3A_NM_001145358.2_exon2_CDS	SIN3A	-	mutation_panel	.	.	193
chr15	90084263	90084355	chr15_90084263_90084355_IDH2	IDH2_NM_002168.4_exon11_CDS	IDH2	-	mutation_panel	.	.	92
chr15	90084813	90084910	chr15_90084813_90084910_IDH2	IDH2_NM_002168.4_exon10_CDS	IDH2	-	mutation_panel	.	.	97
chr15	90084998	90085100	chr15_90084998_90085100_IDH2	IDH2_NM_002168.4_exon9_CDS	IDH2	-	mutation_panel	.	.	102
chr15	90085272	90085389	chr15_90085272_90085389_IDH2	IDH2_NM_002168.4_exon8_CDS	IDH2	-	mutation_panel	.	.	117
chr15	90087109	90087265	chr15_90087109_90087265_IDH2	IDH2_NM_002168.4_exon7_CDS	IDH2	-	mutation_panel	.	.	156
chr15	90087436	90087577	chr15_90087436_90087577_IDH2	IDH2_NM_002168.4_exon6_CDS	IDH2	-	mutation_panel	.	.	141
chr15	90088356	90088504	chr15_90088356_90088504_IDH2	IDH2_NM_002168.4_exon5_CDS	IDH2	-	mutation_panel	.	.	148
chr15	90088584	90088749	chr15_90088584_90088749_IDH2	IDH2_NM_002168.4_exon4_CDS	IDH2	-	mutation_panel	.	.	165
chr15	90090476	90090646	chr15_90090476_90090646_IDH2	IDH2_NM_002168.4_exon3_CDS	IDH2	-	mutation_panel	.	.	170
chr15	90091550	90091646	chr15_90091550_90091646_IDH2	IDH2_NM_002168.4_exon2_CDS	IDH2	-	mutation_panel	.	.	96
chr15	90102273	90102392	chr15_90102273_90102392_IDH2	IDH2_NM_002168.4_exon1_CDS	IDH2	-	mutation_panel	.	.	119
chr15	92901235	92901301	chr15_92901235_92901301_CHD2	CHD2_NM_001271.4_exon2_CDS	CHD2	+	mutation_panel	.	.	66
chr15	92924318	92924554	chr15_92924318_92924554_CHD2	CHD2_NM_001271.4_exon3_CDS	CHD2	+	mutation_panel	.	.	236
chr15	92927241	92927332	chr15_92927241_92927332_CHD2	CHD2_NM_001271.4_exon4_CDS	CHD2	+	mutation_panel	.	.	91
chr15	92929027	92929093	chr15_92929027_92929093_CHD2	CHD2_NM_001271.4_exon5_CDS	CHD2	+	mutation_panel	.	.	66
chr15	92937515	92937627	chr15_92937515_92937627_CHD2	CHD2_NM_001271.4_exon6_CDS	CHD2	+	mutation_panel	.	.	112
chr15	92939575	92939720	chr15_92939575_92939720_CHD2	CHD2_NM_001271.4_exon7_CDS	CHD2	+	mutation_panel	.	.	145
chr15	92941819	92941957	chr15_92941819_92941957_CHD2	CHD2_NM_001271.4_exon8_CDS	CHD2	+	mutation_panel	.	.	138
chr15	92942840	92943070	chr15_92942840_92943070_CHD2	CHD2_NM_001271.4_exon9_CDS	CHD2	+	mutation_panel	.	.	230
chr15	92944412	92944517	chr15_92944412_92944517_CHD2	CHD2_NM_001271.4_exon10_CDS	CHD2	+	mutation_panel	.	.	105
chr15	92945818	92945867	chr15_92945818_92945867_CHD2	CHD2_NM_001271.4_exon11_CDS	CHD2	+	mutation_panel	.	.	49
chr15	92946035	92946218	chr15_92946035_92946218_CHD2	CHD2_NM_001271.4_exon12_CDS	CHD2	+	mutation_panel	.	.	183
chr15	92948949	92949078	chr15_92948949_92949078_CHD2	CHD2_NM_001271.4_exon13_CDS	CHD2	+	mutation_panel	.	.	129
chr15	92953354	92953575	chr15_92953354_92953575_CHD2	CHD2_NM_001271.4_exon14_CDS	CHD2	+	mutation_panel	.	.	221
chr15	92955420	92955514	chr15_92955420_92955514_CHD2	CHD2_NM_001271.4_exon15_CDS	CHD2	+	mutation_panel	.	.	94
chr15	92956456	92956651	chr15_92956456_92956651_CHD2	CHD2_NM_001271.4_exon16_CDS	CHD2	+	mutation_panel	.	.	195
chr15	92967322	92967515	chr15_92967322_92967515_CHD2	CHD2_NM_001271.4_exon17_CDS	CHD2	+	mutation_panel	.	.	193
chr15	92971762	92971929	chr15_92971762_92971929_CHD2	CHD2_NM_001271.4_exon18_CDS	CHD2	+	mutation_panel	.	.	167
chr15	92972262	92972419	chr15_92972262_92972419_CHD2	CHD2_NM_001271.4_exon19_CDS	CHD2	+	mutation_panel	.	.	157
chr15	92974876	92974952	chr15_92974876_92974952_CHD2	CHD2_NM_001271.4_exon20_CDS	CHD2	+	mutation_panel	.	.	76
chr15	92978231	92978385	chr15_92978231_92978385_CHD2	CHD2_NM_001271.4_exon21_CDS	CHD2	+	mutation_panel	.	.	154
chr15	92979132	92979285	chr15_92979132_92979285_CHD2	CHD2_NM_001271.4_exon22_CDS	CHD2	+	mutation_panel	.	.	153
chr15	92980812	92980913	chr15_92980812_92980913_CHD2	CHD2_NM_001271.4_exon23_CDS	CHD2	+	mutation_panel	.	.	101
chr15	92981362	92981459	chr15_92981362_92981459_CHD2	CHD2_NM_001271.4_exon24_CDS	CHD2	+	mutation_panel	.	.	97
chr15	92984327	92984502	chr15_92984327_92984502_CHD2	CHD2_NM_001271.4_exon25_CDS	CHD2	+	mutation_panel	.	.	175
chr15	92985495	92985675	chr15_92985495_92985675_CHD2	CHD2_NM_001271.4_exon26_CDS	CHD2	+	mutation_panel	.	.	180
chr15	92991473	92991519	chr15_92991473_92991519_CHD2	CHD2_NM_001271.4_exon27_CDS	CHD2	+	mutation_panel	.	.	46
chr15	92992856	92993000	chr15_92992856_92993000_CHD2	CHD2_NM_001271.4_exon28_CDS	CHD2	+	mutation_panel	.	.	144
chr15	92996954	92997097	chr15_92996954_92997097_CHD2	CHD2_NM_001271.4_exon29_CDS	CHD2	+	mutation_panel	.	.	143
chr15	92997250	92997405	chr15_92997250_92997405_CHD2	CHD2_NM_001271.4_exon30_CDS	CHD2	+	mutation_panel	.	.	155
chr15	92998496	92998623	chr15_92998496_92998623_CHD2	CHD2_NM_001271.4_exon31_CDS	CHD2	+	mutation_panel	.	.	127
chr15	93000509	93000642	chr15_93000509_93000642_CHD2	CHD2_NM_001271.4_exon32_CDS	CHD2	+	mutation_panel	.	.	133
chr15	93002174	93002319	chr15_93002174_93002319_CHD2	CHD2_NM_001271.4_exon33_CDS	CHD2	+	mutation_panel	.	.	145
chr15	93004614	93004753	chr15_93004614_93004753_CHD2	CHD2_NM_001271.4_exon34_CDS	CHD2	+	mutation_panel	.	.	139
chr15	93009142	93009325	chr15_93009142_93009325_CHD2	CHD2_NM_001271.4_exon35_CDS	CHD2	+	mutation_panel	.	.	183
chr15	93012342	93012446	chr15_93012342_93012446_CHD2	CHD2_NM_001271.4_exon36_CDS	CHD2	+	mutation_panel	.	.	104
chr15	93014693	93014911	chr15_93014693_93014911_CHD2	CHD2_NM_001271.4_exon37_CDS	CHD2	+	mutation_panel	.	.	218
chr15	93020009	93020260	chr15_93020009_93020260_CHD2	CHD2_NM_001271.4_exon38_CDS	CHD2	+	mutation_panel	.	.	251
chr15	93024369	93024707	chr15_93024369_93024707_CHD2	CHD2_NM_001271.4_exon39_CDS	CHD2	+	mutation_panel	.	.	338
chr16	3727715	3729876	chr16_3727715_3729876_CREBBP	CREBBP_NM_004380.3_exon31_CDS	CREBBP	-	mutation_panel	.	.	2161
chr16	3731189	3731475	chr16_3731189_3731475_CREBBP	CREBBP_NM_004380.3_exon30_CDS	CREBBP	-	mutation_panel	.	.	286
chr16	3731773	3731939	chr16_3731773_3731939_CREBBP	CREBBP_NM_004380.3_exon29_CDS	CREBBP	-	mutation_panel	.	.	166
chr16	3736033	3736205	chr16_3736033_3736205_CREBBP	CREBBP_NM_004380.3_exon28_CDS	CREBBP	-	mutation_panel	.	.	172
chr16	3736647	3736817	chr16_3736647_3736817_CREBBP	CREBBP_NM_004380.3_exon27_CDS	CREBBP	-	mutation_panel	.	.	170
chr16	3738556	3738674	chr16_3738556_3738674_CREBBP	CREBBP_NM_004380.3_exon26_CDS	CREBBP	-	mutation_panel	.	.	118
chr16	3739575	3739726	chr16_3739575_3739726_CREBBP	CREBBP_NM_004380.3_exon25_CDS	CREBBP	-	mutation_panel	.	.	151
chr16	3740396	3740551	chr16_3740396_3740551_CREBBP	CREBBP_NM_004380.3_exon24_CDS	CREBBP	-	mutation_panel	.	.	155
chr16	3744891	3744963	chr16_3744891_3744963_CREBBP	CREBBP_NM_004380.3_exon23_CDS	CREBBP	-	mutation_panel	.	.	72
chr16	3745274	3745356	chr16_3745274_3745356_CREBBP	CREBBP_NM_004380.3_exon22_CDS	CREBBP	-	mutation_panel	.	.	82
chr16	3749624	3749685	chr16_3749624_3749685_CREBBP	CREBBP_NM_004380.3_exon21_CDS	CREBBP	-	mutation_panel	.	.	61
chr16	3751723	3751808	chr16_3751723_3751808_CREBBP	CREBBP_NM_004380.3_exon20_CDS	CREBBP	-	mutation_panel	.	.	85
chr16	3757285	3757378	chr16_3757285_3757378_CREBBP	CREBBP_NM_004380.3_exon19_CDS	CREBBP	-	mutation_panel	.	.	93
chr16	3757806	3758050	chr16_3757806_3758050_CREBBP	CREBBP_NM_004380.3_exon18_CDS	CREBBP	-	mutation_panel	.	.	244
chr16	3758851	3758974	chr16_3758851_3758974_CREBBP	CREBBP_NM_004380.3_exon17_CDS	CREBBP	-	mutation_panel	.	.	123
chr16	3767717	3767911	chr16_3767717_3767911_CREBBP	CREBBP_NM_004380.3_exon16_CDS	CREBBP	-	mutation_panel	.	.	194
chr16	3769171	3769355	chr16_3769171_3769355_CREBBP	CREBBP_NM_004380.3_exon15_CDS	CREBBP	-	mutation_panel	.	.	184
chr16	3770567	3770988	chr16_3770567_3770988_CREBBP	CREBBP_NM_004380.3_exon14_CDS	CREBBP	-	mutation_panel	.	.	421
chr16	3773748	3773932	chr16_3773748_3773932_CREBBP	CREBBP_NM_004380.3_exon13_CDS	CREBBP	-	mutation_panel	.	.	184
chr16	3774566	3774695	chr16_3774566_3774695_CREBBP	CREBBP_NM_004380.3_exon12_CDS	CREBBP	-	mutation_panel	.	.	129
chr16	3777610	3777659	chr16_3777610_3777659_CREBBP	CREBBP_NM_004380.3_exon11_CDS	CREBBP	-	mutation_panel	.	.	49
chr16	3778008	3778184	chr16_3778008_3778184_CREBBP	CREBBP_NM_004380.3_exon10_CDS	CREBBP	-	mutation_panel	.	.	176
chr16	3778697	3778819	chr16_3778697_3778819_CREBBP	CREBBP_NM_004380.3_exon9_CDS	CREBBP	-	mutation_panel	.	.	122
chr16	3780729	3780880	chr16_3780729_3780880_CREBBP	CREBBP_NM_004380.3_exon8_CDS	CREBBP	-	mutation_panel	.	.	151
chr16	3781201	3781308	chr16_3781201_3781308_CREBBP	CREBBP_NM_004380.3_exon7_CDS	CREBBP	-	mutation_panel	.	.	107
chr16	3782681	3782928	chr16_3782681_3782928_CREBBP	CREBBP_NM_004380.3_exon6_CDS	CREBBP	-	mutation_panel	.	.	247
chr16	3791978	3792096	chr16_3791978_3792096_CREBBP	CREBBP_NM_004380.3_exon5_CDS	CREBBP	-	mutation_panel	.	.	118
